CPU: ID 0x306a9, Processor Type 0x0, Family 0x6, Model 0x3a, Stepping 0x9
Northbridge: 8086:0150 (3rd generation (Ivy Bridge family) Core Processor (Desktop))
Southbridge: 8086:1e4a (H77)
IGD: 8086:0152 (Intel(R) HD 2500 Graphics)

============= GPIOS =============

GPIOBASE = 0x0500 (IO)

gpiobase+0x0000: 0xb96befe3 (GPIO_USE_SEL)
gpiobase+0x0000: 0xb96ba1ff (GPIO_USE_SEL) DEFAULT
gpiobase+0x0000: 0x00004e1c (GPIO_USE_SEL) DIFF
gpiobase+0x0004: 0x06fe4ee3 (GP_IO_SEL)
gpiobase+0x0004: 0xeeff6eff (GP_IO_SEL) DEFAULT
gpiobase+0x0004: 0xe801201c (GP_IO_SEL) DIFF
gpiobase+0x0008: 0x00000000 (RESERVED)
gpiobase+0x000c: 0x60da5ebf (GP_LVL)
gpiobase+0x000c: 0x02fe0100 (GP_LVL) DEFAULT
gpiobase+0x000c: 0x62245fbf (GP_LVL) DIFF
gpiobase+0x0010: 0x00000000 (RESERVED)
gpiobase+0x0014: 0x00000000 (RESERVED)
gpiobase+0x0018: 0x00040000 (GPO_BLINK)
gpiobase+0x001c: 0x00000000 (GP_SER_BLINK)
gpiobase+0x0020: 0x00080000 (GP_SB_CMDSTS)
gpiobase+0x0024: 0x00000000 (GP_SB_DATA)
gpiobase+0x0028: 0x0000     (GPI_NMI_EN)
gpiobase+0x002a: 0x0000     (GPI_NMI_STS)
gpiobase+0x002c: 0x00000000 (GPI_INV)
gpiobase+0x0030: 0x020374fb (GPIO_USE_SEL2)
gpiobase+0x0030: 0x020300ff (GPIO_USE_SEL2) DEFAULT
gpiobase+0x0030: 0x00007404 (GPIO_USE_SEL2) DIFF
gpiobase+0x0034: 0x1f578ff0 (GP_IO_SEL2)
gpiobase+0x0034: 0x1f57fff4 (GP_IO_SEL2) DEFAULT
gpiobase+0x0034: 0x00007004 (GP_IO_SEL2) DIFF
gpiobase+0x0038: 0xfcfc6f07 (GP_LVL2)
gpiobase+0x0038: 0xa4aa0007 (GP_LVL2) DEFAULT
gpiobase+0x0038: 0x58566f00 (GP_LVL2) DIFF
gpiobase+0x003c: 0x00000000 (RESERVED)
gpiobase+0x0040: 0x000001b0 (GPIO_USE_SEL3)
gpiobase+0x0040: 0x00000130 (GPIO_USE_SEL3) DEFAULT
gpiobase+0x0040: 0x00000080 (GPIO_USE_SEL3) DIFF
gpiobase+0x0044: 0x00000ff0 (GP_IO_SEL3)
gpiobase+0x0048: 0x00000dff (GP_LVL3)
gpiobase+0x0048: 0x000000c0 (GP_LVL3) DEFAULT
gpiobase+0x0048: 0x00000d3f (GP_LVL3) DIFF
gpiobase+0x004c: 0x00000000 (RESERVED)
gpiobase+0x0050: 0x00000000 (RESERVED)
gpiobase+0x0054: 0x00000000 (RESERVED)
gpiobase+0x0058: 0x00000000 (RESERVED)
gpiobase+0x005c: 0x00000000 (RESERVED)
gpiobase+0x0060: 0x00000000 (GP_RST_SEL1)
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DEFAULT
gpiobase+0x0060: 0x01000000 (GP_RST_SEL1) DIFF
gpiobase+0x0064: 0x00000000 (GP_RST_SEL2)
gpiobase+0x0068: 0x00000000 (GP_RST_SEL3)
gpiobase+0x006c: 0x00000000 (RESERVED)
gpiobase+0x0070: 0x00000000 (RESERVED)
gpiobase+0x0074: 0x00000000 (RESERVED)
gpiobase+0x0078: 0x00000000 (RESERVED)
gpiobase+0x007c: 0x00000000 (RESERVED)



============= RCBA ==============

RCBA = 0xfed1c000 (MEM)

0x0050: 0x812a0654
0x0c7e88: 0xa143003f
0x0c7e8c: 0xa143003f
0x0c7e90: 0xa143003f
0x0c7e94: 0xa143003f
0x0c7e98: 0xa143003f
0x0c7e9c: 0xa143003f
0x0c7ea0: 0xa143003f
0x0c7ea4: 0xa143003f
0x0c7ea8: 0xa143003f
0x0c7eac: 0xa143003f
0x0c7eb0: 0xa143003f
0x0c7eb4: 0xa143003f
0x0c7eb8: 0xa143003f
0x0c7ebc: 0xa143003f
0x0c7ec0: 0xa143003f
0x0c7ec4: 0xa143003f
0x0c7ec8: 0xa143003f
0x0c7ecc: 0xa143003f
0x0c7ed0: 0xa143003f
0x0c7ed4: 0xa143003f
0x0c7ed8: 0xa143003f
0x0c7edc: 0xa143003f
0x0c7ee0: 0xa143003f
0x0c7ee4: 0xa143003f
0x0c7ee8: 0xa143003f
0x0c7eec: 0xa143003f
0x0c7ef0: 0xa143003f
0x0c7ef4: 0xa143003f
0x0c7ef8: 0xa143003f
0x0c7efc: 0xa143003f
0x0c7f00: 0xa143003f
0x0c7f04: 0xa143003f
0x0c7f08: 0xa143003f
0x0c7f0c: 0xa143003f
0x0c7f10: 0xa143003f
0x0c7f14: 0xa143003f
0x0c7f18: 0xa143003f
0x0c7f1c: 0xa143003f
0x0c7f20: 0xa143003f
0x0c7f24: 0xa143003f
0x0c7f28: 0xa143003f
0x0c7f2c: 0xa143003f
0x0c7f30: 0xa143003f
0x0c7f34: 0xa143003f
0x0c7f38: 0xa143003f
0x0c7f3c: 0xa143003f
0x0c7f40: 0xa143003f
0x0c7f44: 0xa143003f
0x0c7f48: 0xa143003f
0x0c7f4c: 0xa143003f
0x0c7f50: 0xa143003f
0x0c7f54: 0xa143003f
0x0c7f58: 0xa143003f
0x0c7f5c: 0xa143003f
0x0c7f60: 0xa143003f
0x0c7f64: 0xa143003f
0x0c7f68: 0xa143003f
0x0c7f6c: 0xa143003f
0x0c7f70: 0xa143003f
0x0c7f74: 0xa143003f
0x0c7f78: 0xa143003f
0x0c7f7c: 0xa143003f
0x0c7f80: 0xa143003f
0x0c7f84: 0xa143003f
0x0c7f88: 0xa143003f
0x0c7f8c: 0xa143003f
0x0c7f90: 0xa143003f
0x0c7f94: 0xa143003f
0x0c7f98: 0xa143003f
0x0c7f9c: 0xa143003f
0x0c7fa0: 0xa143003f
0x0c7fa4: 0xa143003f
0x0c7fa8: 0xa143003f
0x0c7fac: 0xa143003f
0x0c7fb0: 0xa143003f
0x0c7fb4: 0xa143003f
0x0c7fb8: 0xa143003f
0x0c7fbc: 0xa143003f
0x0c7fc0: 0xa143003f
0x0c7fc4: 0xa143003f
0x0c7fc8: 0xa143003f
0x0c7fcc: 0xa143003f
0x0c7fd0: 0xa143003f
0x0c7fd4: 0xa143003f
0x0c7fd8: 0xa143003f
0x0c7fdc: 0xa143003f
0x0c7fe0: 0xa143003f
0x0c7fe4: 0xa143003f
0x0c7fe8: 0xa143003f
0x0c7fec: 0xa143003f
0x0c7ff0: 0xa143003f
0x0c7ff4: 0xa143003f
0x0c7ff8: 0xa143003f
0x0c7ffc: 0xa143003f
0x0c8000: 0xa143003f
0x0c8004: 0xa143003f
0x0c8008: 0xa143003f
0x0c800c: 0xa143003f
0x0c8010: 0xa143003f
0x0c8014: 0xa143003f
0x0c8018: 0xa143003f
0x0c801c: 0xa143003f
0x0c8020: 0xa143003f
0x0c8024: 0xa143003f
0x0c8028: 0xa143003f
0x0c802c: 0xa143003f
0x0c8030: 0xa143003f
0x0c8034: 0xa143003f
0x0c8038: 0xa143003f
0x0c803c: 0xa143003f
0x0c8040: 0xa143003f
0x0c8044: 0xa143003f
0x0c8048: 0xa143003f
0x0c804c: 0xa143003f
0x0c8050: 0xa143003f
0x0c8054: 0xa143003f
0x0c8058: 0xa143003f
0x0c805c: 0xa143003f
0x0c8060: 0xa143003f
0x0c8064: 0xa143003f
0x0c8068: 0xa143003f
0x0c806c: 0xa143003f
0x0c8070: 0xa143003f
0x0c8074: 0xa143003f
0x0c8078: 0xa143003f
0x0c807c: 0xa143003f
0x0c8080: 0xa143003f
0x0c8084: 0xa143003f
0x0c8088: 0xa143003f
0x0c808c: 0xa143003f
0x0c8090: 0xa143003f
0x0c8094: 0xa143003f
0x0c8098: 0xa143003f
0x0c809c: 0xa143003f
0x0c80a0: 0xa143003f
0x0c80a4: 0xa143003f
0x0c80a8: 0xa143003f
0x0c80ac: 0xa143003f
0x0c80b0: 0xa143003f
0x0c80b4: 0xa143003f
0x0c80b8: 0xa143003f
0x0c80bc: 0xa143003f
0x0c80c0: 0xa143003f
0x0c80c4: 0xffffffff
0x0c80d8: 0x00101010
0x0c84d0: 0x00000000
0x0c84dc: 0xa143003f
0x0c84e0: 0xa143003f
0x0c84e4: 0xa143003f
0x0c84e8: 0xa143003f
0x0c84ec: 0xa143003f
0x0c84f0: 0xa143003f
0x0c84f4: 0xa143003f
0x0c84f8: 0xa143003f
0x0c84fc: 0xa143003f
0x0c8500: 0xa143003f
0x0c8504: 0xa143003f
0x0c8508: 0xa143003f
0x0c850c: 0xa143003f
0x0c8510: 0xa143003f
0x0c8514: 0xa143003f
0x0c8518: 0xa143003f
0x0c851c: 0xa143003f
0x0c8520: 0xa143003f
0x0c8524: 0xa143003f
0x0c8528: 0xa143003f
0x0c852c: 0xa143003f
0x0c8530: 0xa143003f
0x0c8534: 0xa143003f
0x0c8538: 0xa143003f
0x0c853c: 0xa143003f
0x0c8540: 0xa143003f
0x0c8544: 0xa143003f
0x0c8548: 0xa143003f
0x0c854c: 0xa143003f
0x0c8550: 0xa143003f
0x0c8554: 0xa143003f
0x0c8558: 0xa143003f
0x0c855c: 0xa143003f
0x0c8560: 0xa143003f
0x0c8564: 0xa143003f
0x0c8568: 0xa143003f
0x0c856c: 0xa143003f
0x0c8570: 0xa143003f
0x0c8574: 0xa143003f
0x0c8578: 0xa143003f
0x0c857c: 0xa143003f
0x0c8580: 0xa143003f
0x0c8584: 0xa143003f
0x0c8588: 0xa143003f
0x0c858c: 0xa143003f
0x0c8590: 0xa143003f
0x0c8594: 0xa143003f
0x0c8598: 0xa143003f
0x0c859c: 0xa143003f
0x0c85a0: 0xa143003f
0x0c85a4: 0xa143003f
0x0c85a8: 0xa143003f
0x0c85ac: 0xa143003f
0x0c85b0: 0xa143003f
0x0c85b4: 0xa143003f
0x0c85b8: 0xa143003f
0x0c85bc: 0xa143003f
0x0c85c0: 0xa143003f
0x0c85c4: 0xa143003f
0x0c85c8: 0xa143003f
0x0c85cc: 0xa143003f
0x0c85d0: 0xa143003f
0x0c85d4: 0xa143003f
0x0c85d8: 0xa143003f
0x0c85dc: 0xa143003f
0x0c85e0: 0xa143003f
0x0c85e4: 0xa143003f
0x0c85e8: 0xa143003f
0x0c85ec: 0xa143003f
0x0c85f0: 0xa143003f
0x0c85f4: 0xa143003f
0x0c85f8: 0xa143003f
0x0c85fc: 0xa143003f
0x0c8600: 0xa143003f
0x0c8604: 0xa143003f
0x0c8608: 0xa143003f
0x0c860c: 0xa143003f
0x0c8610: 0xa143003f
0x0c8614: 0xa143003f
0x0c8618: 0xa143003f
0x0c861c: 0xa143003f
0x0c8620: 0xa143003f
0x0c8624: 0xa143003f
0x0c8628: 0xa143003f
0x0c862c: 0xa143003f
0x0c8630: 0xa143003f
0x0c8634: 0xa143003f
0x0c8638: 0xa143003f
0x0c863c: 0xa143003f
0x0c8640: 0xa143003f
0x0c8644: 0xa143003f
0x0c8648: 0xa143003f
0x0c864c: 0xa143003f
0x0c8650: 0xa143003f
0x0c8654: 0xa143003f
0x0c8658: 0xa143003f
0x0c865c: 0xa143003f
0x0c8660: 0xa143003f
0x0c8664: 0xa143003f
0x0c8668: 0xa143003f
0x0c866c: 0xa143003f
0x0c8670: 0xa143003f
0x0c8674: 0xa143003f
0x0c8678: 0xa143003f
0x0c867c: 0xa143003f
0x0c8680: 0xa143003f
0x0c8684: 0xa143003f
0x0c8688: 0xa143003f
0x0c868c: 0xa143003f
0x0c8690: 0xa143003f
0x0c8694: 0xa143003f
0x0c8698: 0xa143003f
0x0c869c: 0xa143003f
0x0c86a0: 0xa143003f
0x0c86a4: 0xa143003f
0x0c86a8: 0xa143003f
0x0c86ac: 0xa143003f
0x0c86b0: 0xa143003f
0x0c86b4: 0xa143003f
0x0c86b8: 0xa143003f
0x0c86bc: 0xa143003f
0x0c86c0: 0xa143003f
0x0c86c4: 0xa143003f
0x0c86c8: 0xa143003f
0x0c86cc: 0xa143003f
0x0c86d0: 0xa143003f
0x0c86d4: 0xa143003f
0x0c86d8: 0xa143003f
0x0c86dc: 0xa143003f
0x0c86e0: 0xa143003f
0x0c86e4: 0xa143003f
0x0c86e8: 0xa143003f
0x0c86ec: 0xa143003f
0x0c86f0: 0xa143003f
0x0c86f4: 0xa143003f
0x0c86f8: 0xa143003f
0x0c86fc: 0xa143003f
0x0c8700: 0xa143003f
0x0c8704: 0xa143003f
0x0c8708: 0xa143003f
0x0c870c: 0xa143003f
0x0c8710: 0xa143003f
0x0c8714: 0xa143003f
0x0c8718: 0xa143003f
0x0c871c: 0xa143003f
0x0c8720: 0xa143003f
0x0c8724: 0xa143003f
0x0c8728: 0xa143003f
0x0c872c: 0xa143003f
0x0c8730: 0xa143003f
0x0c8734: 0xa143003f
0x0c8738: 0xa143003f
0x0c873c: 0xa143003f
0x0c8740: 0xa143003f
0x0c8744: 0xa143003f
0x0c8748: 0xa143003f
0x0c874c: 0xa143003f
0x0c8750: 0xa143003f
0x0c8754: 0xa143003f
0x0c8758: 0xa143003f
0x0c875c: 0xa143003f
0x0c8760: 0xa143003f
0x0c8764: 0xa143003f
0x0c8768: 0xa143003f
0x0c876c: 0xa143003f
0x0c8770: 0xa143003f
0x0c8774: 0xa143003f
0x0c8778: 0xa143003f
0x0c877c: 0xa143003f
0x0c8780: 0xa143003f
0x0c8784: 0xa143003f
0x0c8788: 0xa143003f
0x0c878c: 0xa143003f
0x0c8790: 0xa143003f
0x0c8794: 0xa143003f
0x0c8798: 0xa143003f
0x0c879c: 0xa143003f
0x0c87a0: 0xa143003f
0x0c87a4: 0xa143003f
0x0c87a8: 0xa143003f
0x0c87ac: 0xa143003f
0x0c87b0: 0xa143003f
0x0c87b4: 0xa143003f
0x0c87b8: 0xa143003f
0x0c87bc: 0xa143003f
0x0c87c0: 0xa143003f
0x0c87c4: 0xa143003f
0x0c87c8: 0xa143003f
0x0c87cc: 0xa143003f
0x0c87d0: 0xa143003f
0x0c87d4: 0xa143003f
0x0c87d8: 0xa143003f
0x0c87dc: 0xa143003f
0x0c87e0: 0xa143003f
0x0c87e4: 0xa143003f
0x0c87e8: 0xa143003f
0x0c87ec: 0xa143003f
0x0c87f0: 0xa143003f
0x0c87f4: 0xa143003f
0x0c87f8: 0xa143003f
0x0c87fc: 0xa143003f
0x0c8800: 0xa143003f
0x0c8804: 0xa143003f
0x0c8808: 0xa143003f
0x0c880c: 0xa143003f
0x0c8810: 0xa143003f
0x0c8814: 0xa143003f
0x0c8818: 0xa143003f
0x0c881c: 0xa143003f
0x0c8820: 0xa143003f
0x0c8824: 0xa143003f
0x0c8828: 0xa143003f
0x0c882c: 0xa143003f
0x0c8830: 0xa143003f
0x0c8834: 0xa143003f
0x0c8838: 0xa143003f
0x0c883c: 0xa143003f
0x0c8840: 0xa143003f
0x0c8844: 0xa143003f
0x0c8848: 0xa143003f
0x0c884c: 0xa143003f
0x0c8850: 0xa143003f
0x0c8854: 0xa143003f
0x0c8858: 0xa143003f
0x0c885c: 0xa143003f
0x0c8860: 0xa143003f
0x0c8864: 0xa143003f
0x0c8868: 0xa143003f
0x0c886c: 0xa143003f
0x0c8870: 0xa143003f
0x0c8874: 0xa143003f
0x0c8878: 0xa143003f
0x0c887c: 0xa143003f
0x0c8880: 0xa143003f
0x0c8884: 0xa143003f
0x0c8888: 0xa143003f
0x0c888c: 0xa143003f
0x0c8890: 0xa143003f
0x0c8894: 0xa143003f
0x0c8898: 0xa143003f
0x0c889c: 0xa143003f
0x0c88a0: 0xa143003f
0x0c88a4: 0xa143003f
0x0c88a8: 0xa143003f
0x0c88ac: 0xa143003f
0x0c88b0: 0xa143003f
0x0c88b4: 0xa143003f
0x0c88b8: 0xa143003f
0x0c88bc: 0xa143003f
0x0c88c0: 0xa143003f
0x0c88c4: 0xa143003f
0x0c88c8: 0xa143003f
0x0c88cc: 0xa143003f
0x0c88d0: 0xa143003f
0x0c88d4: 0xa143003f
0x0c88d8: 0xa143003f
0x0c88dc: 0xa143003f
0x0c88e0: 0xa143003f
0x0c88e4: 0xa143003f
0x0c88e8: 0xa143003f
0x0c88ec: 0xa143003f
0x0c88f0: 0xa143003f
0x0c88f4: 0xa143003f
0x0c88f8: 0xa143003f
0x0c88fc: 0xa143003f
0x0c8900: 0xa143003f
0x0c8904: 0xa143003f
0x0c8908: 0xa143003f
0x0c890c: 0xa143003f
0x0c8910: 0xa143003f
0x0c8914: 0xa143003f
0x0c8918: 0xa143003f
0x0c891c: 0xa143003f
0x0c8920: 0xa143003f
0x0c8924: 0xa143003f
0x0c8928: 0xa143003f
0x0c892c: 0xa143003f
0x0c8930: 0xa143003f
0x0c8934: 0xa143003f
0x0c8938: 0xa143003f
0x0c893c: 0xa143003f
0x0c8940: 0xa143003f
0x0c8944: 0xa143003f
0x0c8948: 0xa143003f
0x0c894c: 0xa143003f
0x0c8950: 0xa143003f
0x0c8954: 0xa143003f
0x0c8958: 0xa143003f
0x0c895c: 0xa143003f
0x0c8960: 0xa143003f
0x0c8964: 0xa143003f
0x0c8968: 0xa143003f
0x0c896c: 0xa143003f
0x0c8970: 0xa143003f
0x0c8974: 0xa143003f
0x0c8978: 0xa143003f
0x0c897c: 0xa143003f
0x0c8980: 0xa143003f
0x0c8984: 0xa143003f
0x0c8988: 0xa143003f
0x0c898c: 0xa143003f
0x0c8990: 0xa143003f
0x0c8994: 0xa143003f
0x0c8998: 0xa143003f
0x0c899c: 0xa143003f
0x0c89a0: 0xa143003f
0x0c89a4: 0xa143003f
0x0c89a8: 0xa143003f
0x0c89ac: 0xa143003f
0x0c89b0: 0xa143003f
0x0c89b4: 0xa143003f
0x0c89b8: 0xa143003f
0x0c89bc: 0xa143003f
0x0c89c0: 0xa143003f
0x0c89c4: 0xa143003f
0x0c89c8: 0xa143003f
0x0c89cc: 0xa143003f
0x0c89d0: 0xa143003f
0x0c89d4: 0xa143003f
0x0c89d8: 0xa143003f
0x0c89dc: 0xa143003f
0x0c89e0: 0xa143003f
0x0c89e4: 0xa143003f
0x0c89e8: 0xa143003f
0x0c89ec: 0xa143003f
0x0c89f0: 0xa143003f
0x0c89f4: 0xa143003f
0x0c89f8: 0xa143003f
0x0c89fc: 0xa143003f
0x0c8a00: 0xa143003f
0x0c8a04: 0xa143003f
0x0c8a08: 0xa143003f
0x0c8a0c: 0xa143003f
0x0c8a10: 0xa143003f
0x0c8a14: 0xa143003f
0x0c8a18: 0xa143003f
0x0c8a1c: 0xa143003f
0x0c8a20: 0xa143003f
0x0c8a24: 0xa143003f
0x0c8a28: 0xa143003f
0x0c8a2c: 0xa143003f
0x0c8a30: 0xa143003f
0x0c8a34: 0xa143003f
0x0c8a38: 0xa143003f
0x0c8a3c: 0xa143003f
0x0c8a40: 0xa143003f
0x0c8a44: 0xa143003f
0x0c8a48: 0xa143003f
0x0c8a4c: 0xa143003f
0x0c8a50: 0xa143003f
0x0c8a54: 0xa143003f
0x0c8a58: 0xa143003f
0x0c8a5c: 0xa143003f
0x0c8a60: 0x00000000
0x0c8a68: 0x00101010
0x0c8e5c: 0x00000000
0x0c8e68: 0xa143003f
0x0c8e6c: 0xa143003f
0x0c8e70: 0xa143003f
0x0c8e74: 0xa143003f
0x0c8e78: 0xa143003f
0x0c8e7c: 0xa143003f
0x0c8e80: 0xa143003f
0x0c8e84: 0xa143003f
0x0c8e88: 0xa143003f
0x0c8e8c: 0xa143003f
0x0c8e90: 0xa143003f
0x0c8e94: 0xa143003f
0x0c8e98: 0xa143003f
0x0c8e9c: 0xa143003f
0x0c8ea0: 0xa143003f
0x0c8ea4: 0xa143003f
0x0c8ea8: 0xa143003f
0x0c8eac: 0xa143003f
0x0c8eb0: 0xa143003f
0x0c8eb4: 0xa143003f
0x0c8eb8: 0xa143003f
0x0c8ebc: 0xa143003f
0x0c8ec0: 0xa143003f
0x0c8ec4: 0xa143003f
0x0c8ec8: 0xa143003f
0x0c8ecc: 0xa143003f
0x0c8ed0: 0xa143003f
0x0c8ed4: 0xa143003f
0x0c8ed8: 0xa143003f
0x0c8edc: 0xa143003f
0x0c8ee0: 0xa143003f
0x0c8ee4: 0xa143003f
0x0c8ee8: 0xa143003f
0x0c8eec: 0xa143003f
0x0c8ef0: 0xa143003f
0x0c8ef4: 0xa143003f
0x0c8ef8: 0xa143003f
0x0c8efc: 0xa143003f
0x0c8f00: 0xa143003f
0x0c8f04: 0xa143003f
0x0c8f08: 0xa143003f
0x0c8f0c: 0xa143003f
0x0c8f10: 0xa143003f
0x0c8f14: 0xa143003f
0x0c8f18: 0xa143003f
0x0c8f1c: 0xa143003f
0x0c8f20: 0xa143003f
0x0c8f24: 0xa143003f
0x0c8f28: 0xa143003f
0x0c8f2c: 0xa143003f
0x0c8f30: 0xa143003f
0x0c8f34: 0xa143003f
0x0c8f38: 0xa143003f
0x0c8f3c: 0xa143003f
0x0c8f40: 0xa143003f
0x0c8f44: 0xa143003f
0x0c8f48: 0xa143003f
0x0c8f4c: 0xa143003f
0x0c8f50: 0xa143003f
0x0c8f54: 0xa143003f
0x0c8f58: 0xa143003f
0x0c8f5c: 0xa143003f
0x0c8f60: 0xa143003f
0x0c8f64: 0xa143003f
0x0c8f68: 0xa143003f
0x0c8f6c: 0xa143003f
0x0c8f70: 0xa143003f
0x0c8f74: 0xa143003f
0x0c8f78: 0xa143003f
0x0c8f7c: 0xa143003f
0x0c8f80: 0xa143003f
0x0c8f84: 0xa143003f
0x0c8f88: 0xa143003f
0x0c8f8c: 0xa143003f
0x0c8f90: 0xa143003f
0x0c8f94: 0xa143003f
0x0c8f98: 0xa143003f
0x0c8f9c: 0xa143003f
0x0c8fa0: 0xa143003f
0x0c8fa4: 0xa143003f
0x0c8fa8: 0xa143003f
0x0c8fac: 0xa143003f
0x0c8fb0: 0xa143003f
0x0c8fb4: 0xa143003f
0x0c8fb8: 0xa143003f
0x0c8fbc: 0xa143003f
0x0c8fc0: 0xa143003f
0x0c8fc4: 0xa143003f
0x0c8fc8: 0xa143003f
0x0c8fcc: 0xa143003f
0x0c8fd0: 0xa143003f
0x0c8fd4: 0xa143003f
0x0c8fd8: 0xa143003f
0x0c8fdc: 0xa143003f
0x0c8fe0: 0xa143003f
0x0c8fe4: 0xa143003f
0x0c8fe8: 0xa143003f
0x0c8fec: 0xa143003f
0x0c8ff0: 0xa143003f
0x0c8ff4: 0xa143003f
0x0c8ff8: 0xa143003f
0x0c8ffc: 0xa143003f
0x0c9000: 0xa143003f
0x0c9004: 0xa143003f
0x0c9008: 0xa143003f
0x0c900c: 0xa143003f
0x0c9010: 0xa143003f
0x0c9014: 0xa143003f
0x0c9018: 0xa143003f
0x0c901c: 0xa143003f
0x0c9020: 0xa143003f
0x0c9024: 0xa143003f
0x0c9028: 0xa143003f
0x0c902c: 0xa143003f
0x0c9030: 0xa143003f
0x0c9034: 0xa143003f
0x0c9038: 0xa143003f
0x0c903c: 0xa143003f
0x0c9040: 0xa143003f
0x0c9044: 0xa143003f
0x0c9048: 0xa143003f
0x0c904c: 0xa143003f
0x0c9050: 0xa143003f
0x0c9054: 0xa143003f
0x0c9058: 0xa143003f
0x0c905c: 0xa143003f
0x0c9060: 0xa143003f
0x0c9064: 0xa143003f
0x0c9068: 0xa143003f
0x0c906c: 0xa143003f
0x0c9070: 0xa143003f
0x0c9074: 0xa143003f
0x0c9078: 0xa143003f
0x0c907c: 0xa143003f
0x0c9080: 0xa143003f
0x0c9084: 0xa143003f
0x0c9088: 0xa143003f
0x0c908c: 0xa143003f
0x0c9090: 0xa143003f
0x0c9094: 0xa143003f
0x0c9098: 0xa143003f
0x0c909c: 0xa143003f
0x0c90a0: 0xa143003f
0x0c90a4: 0xa143003f
0x0c90a8: 0xa143003f
0x0c90ac: 0xa143003f
0x0c90b0: 0xa143003f
0x0c90b4: 0xa143003f
0x0c90b8: 0xa143003f
0x0c90bc: 0xa143003f
0x0c90c0: 0xa143003f
0x0c90c4: 0xa143003f
0x0c90c8: 0xa143003f
0x0c90cc: 0xa143003f
0x0c90d0: 0xa143003f
0x0c90d4: 0xa143003f
0x0c90d8: 0xa143003f
0x0c90dc: 0xa143003f
0x0c90e0: 0xa143003f
0x0c90e4: 0xa143003f
0x0c90e8: 0xa143003f
0x0c90ec: 0xa143003f
0x0c90f0: 0xa143003f
0x0c90f4: 0xa143003f
0x0c90f8: 0xa143003f
0x0c90fc: 0xa143003f
0x0c9100: 0xa143003f
0x0c9104: 0xa143003f
0x0c9108: 0xa143003f
0x0c910c: 0xa143003f
0x0c9110: 0xa143003f
0x0c9114: 0xa143003f
0x0c9118: 0xa143003f
0x0c911c: 0xa143003f
0x0c9120: 0xa143003f
0x0c9124: 0xa143003f
0x0c9128: 0xa143003f
0x0c912c: 0xa143003f
0x0c9130: 0xa143003f
0x0c9134: 0xa143003f
0x0c9138: 0xa143003f
0x0c913c: 0xa143003f
0x0c9140: 0xa143003f
0x0c9144: 0xa143003f
0x0c9148: 0xa143003f
0x0c914c: 0xa143003f
0x0c9150: 0xa143003f
0x0c9154: 0xa143003f
0x0c9158: 0xa143003f
0x0c915c: 0xa143003f
0x0c9160: 0xa143003f
0x0c9164: 0xa143003f
0x0c9168: 0xa143003f
0x0c916c: 0xa143003f
0x0c9170: 0xa143003f
0x0c9174: 0xa143003f
0x0c9178: 0xa143003f
0x0c917c: 0xa143003f
0x0c9180: 0xa143003f
0x0c9184: 0xa143003f
0x0c9188: 0xa143003f
0x0c918c: 0xa143003f
0x0c9190: 0xa143003f
0x0c9194: 0xa143003f
0x0c9198: 0xa143003f
0x0c919c: 0xa143003f
0x0c91a0: 0xa143003f
0x0c91a4: 0xa143003f
0x0c91a8: 0xa143003f
0x0c91ac: 0xa143003f
0x0c91b0: 0xa143003f
0x0c91b4: 0xa143003f
0x0c91b8: 0xa143003f
0x0c91bc: 0xa143003f
0x0c91c0: 0xa143003f
0x0c91c4: 0xa143003f
0x0c91c8: 0xa143003f
0x0c91cc: 0xa143003f
0x0c91d0: 0xa143003f
0x0c91d4: 0xa143003f
0x0c91d8: 0xa143003f
0x0c91dc: 0xa143003f
0x0c91e0: 0xa143003f
0x0c91e4: 0xa143003f
0x0c91e8: 0xa143003f
0x0c91ec: 0xa143003f
0x0c91f0: 0xa143003f
0x0c91f4: 0xa143003f
0x0c91f8: 0xa143003f
0x0c91fc: 0xa143003f
0x0c9200: 0xa143003f
0x0c9204: 0xa143003f
0x0c9208: 0xa143003f
0x0c920c: 0xa143003f
0x0c9210: 0xa143003f
0x0c9214: 0xa143003f
0x0c9218: 0xa143003f
0x0c921c: 0xa143003f
0x0c9220: 0xa143003f
0x0c9224: 0xa143003f
0x0c9228: 0xa143003f
0x0c922c: 0xa143003f
0x0c9230: 0xa143003f
0x0c9234: 0xa143003f
0x0c9238: 0xa143003f
0x0c923c: 0xa143003f
0x0c9240: 0xa143003f
0x0c9244: 0xa143003f
0x0c9248: 0xa143003f
0x0c924c: 0xa143003f
0x0c9250: 0xa143003f
0x0c9254: 0xa143003f
0x0c9258: 0xa143003f
0x0c925c: 0xa143003f
0x0c9260: 0xa143003f
0x0c9264: 0xa143003f
0x0c9268: 0xa143003f
0x0c926c: 0xa143003f
0x0c9270: 0xa143003f
0x0c9274: 0xa143003f
0x0c9278: 0xa143003f
0x0c927c: 0xa143003f
0x0c9280: 0xa143003f
0x0c9284: 0xa143003f
0x0c9288: 0xa143003f
0x0c928c: 0xa143003f
0x0c9290: 0xa143003f
0x0c9294: 0xa143003f
0x0c9298: 0xa143003f
0x0c929c: 0xa143003f
0x0c92a0: 0xa143003f
0x0c92a4: 0xa143003f
0x0c92a8: 0xa143003f
0x0c92ac: 0xa143003f
